action,true_fidelity,useful
PURIFY,0.6426683068275452,True
PURIFY,0.6336004734039307,True
PURIFY,0.0,False
PURIFY,0.6380436420440674,True
PURIFY,0.6155702471733093,False
PURIFY,0.640032172203064,True
PURIFY,0.6281472444534302,True
PURIFY,0.6429905891418457,True
PURIFY,0.6651249527931213,True
PURIFY,0.6699829697608948,True
PURIFY,0.6759082078933716,True
PURIFY,0.0,False
PURIFY,0.6630218625068665,True
PURIFY,0.0,False
PURIFY,0.6402385830879211,True
PURIFY,0.0,False
PURIFY,0.6750092506408691,True
PURIFY,0.0,False
PURIFY,0.686720609664917,True
PURIFY,0.6711960434913635,True
PURIFY,0.0,False
PURIFY,0.65513014793396,True
PURIFY,0.6345841884613037,True
PURIFY,0.0,False
PURIFY,0.3588391840457916,False
PURIFY,0.6589950323104858,True
PURIFY,0.5630496144294739,False
PURIFY,0.3580053746700287,False
PURIFY,0.6345198154449463,True
PURIFY,0.6297274827957153,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6554856300354004,True
PURIFY,0.6592521667480469,True
PURIFY,0.6566147208213806,True
PURIFY,0.6737868189811707,True
PURIFY,0.6721677780151367,True
PURIFY,0.6697306036949158,True
PURIFY,0.0,False
PURIFY,0.6726536750793457,True
PURIFY,0.6578004360198975,True
PURIFY,0.0,False
PURIFY,0.6735225915908813,True
PURIFY,0.6687299609184265,True
PURIFY,0.6713847517967224,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6642964482307434,True
PURIFY,0.6508585810661316,True
PURIFY,0.6403759717941284,True
PURIFY,0.0,False
PURIFY,0.6578811407089233,True
PURIFY,0.6627458930015564,True
PURIFY,0.0,False
PURIFY,0.6887668967247009,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6806866526603699,True
PURIFY,0.6713259220123291,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6548557877540588,True
PURIFY,0.6458307504653931,True
PURIFY,0.6427600383758545,True
PURIFY,0.6461987495422363,True
PURIFY,0.0,False
PURIFY,0.6513461470603943,True
PURIFY,0.6409687399864197,True
PURIFY,0.6545289158821106,True
PURIFY,0.6504064202308655,True
PURIFY,0.641577959060669,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.618937611579895,False
PURIFY,0.6405578255653381,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6606768369674683,True
PURIFY,0.650500476360321,True
PURIFY,0.6580848097801208,True
PURIFY,0.669894278049469,True
PURIFY,0.6768883466720581,True
PURIFY,0.6766798496246338,True
PURIFY,0.0,False
PURIFY,0.665087878704071,True
PURIFY,0.0,False
PURIFY,0.6795928478240967,True
PURIFY,0.6915051937103271,True
PURIFY,0.6844085454940796,True
PURIFY,0.678432822227478,True
PURIFY,0.6931819319725037,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6762533783912659,True
PURIFY,0.6729011535644531,True
PURIFY,0.6678087711334229,True
PURIFY,0.6660882234573364,True
PURIFY,0.0,False
PURIFY,0.6692042946815491,True
PURIFY,0.6616026759147644,True
PURIFY,0.0,False
PURIFY,0.6574599742889404,True
PURIFY,0.6574325561523438,True
PURIFY,0.0,False
PURIFY,0.6475782990455627,True
PURIFY,0.6449509263038635,True
PURIFY,0.0,False
PURIFY,0.6609607338905334,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6807369589805603,True
PURIFY,0.6797083020210266,True
PURIFY,0.6621662974357605,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6292482018470764,True
PURIFY,0.0,False
PURIFY,0.6246677041053772,False
PURIFY,0.6423717141151428,True
PURIFY,0.639859676361084,True
PURIFY,0.6447573304176331,True
PURIFY,0.0,False
PURIFY,0.650391161441803,True
PURIFY,0.6541891098022461,True
PURIFY,0.6481463313102722,True
PURIFY,0.6388962268829346,True
PURIFY,0.0,False
PURIFY,0.6616731882095337,True
PURIFY,0.6606937646865845,True
PURIFY,0.0,False
PURIFY,0.6510352492332458,True
PURIFY,0.6469507217407227,True
PURIFY,0.6411728262901306,True
PURIFY,0.0,False
PURIFY,0.6247537136077881,False
PURIFY,0.6252855062484741,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6115726828575134,False
PURIFY,0.0,False
PURIFY,0.6253940463066101,True
PURIFY,0.6282630562782288,True
PURIFY,0.6280459761619568,True
PURIFY,0.5741862058639526,False
PURIFY,0.5934538841247559,False
PURIFY,0.0,False
PURIFY,0.6207449436187744,False
PURIFY,0.6336930394172668,True
PURIFY,0.6205947399139404,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6515969038009644,True
PURIFY,0.6510587930679321,True
PURIFY,0.6413542628288269,True
PURIFY,0.6488856673240662,True
PURIFY,0.6483074426651001,True
PURIFY,0.6505293846130371,True
PURIFY,0.6523720026016235,True
PURIFY,0.0,False
PURIFY,0.6607434749603271,True
PURIFY,0.0,False
PURIFY,0.6457251906394958,True
PURIFY,0.650236189365387,True
PURIFY,0.6524832844734192,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6635629534721375,True
PURIFY,0.6561428308486938,True
PURIFY,0.0,False
PURIFY,0.6493744850158691,True
PURIFY,0.6502115726470947,True
PURIFY,0.6633293628692627,True
PURIFY,0.6685490608215332,True
PURIFY,0.6698423624038696,True
PURIFY,0.6589176058769226,True
PURIFY,0.0,False
PURIFY,0.6385446190834045,True
PURIFY,0.6396185159683228,True
PURIFY,0.624509334564209,False
PURIFY,0.6178953647613525,False
PURIFY,0.6256052851676941,True
PURIFY,0.6375448107719421,True
PURIFY,0.6385706663131714,True
PURIFY,0.0,False
PURIFY,0.6239626407623291,False
PURIFY,0.6437692642211914,True
PURIFY,0.0,False
PURIFY,0.6472863554954529,True
PURIFY,0.6476070880889893,True
PURIFY,0.0,False
PURIFY,0.6528509855270386,True
PURIFY,0.6346831321716309,True
PURIFY,0.0,False
PURIFY,0.6484407186508179,True
PURIFY,0.6578390598297119,True
PURIFY,0.6545992493629456,True
PURIFY,0.6497886776924133,True
PURIFY,0.0,False
PURIFY,0.6440450549125671,True
PURIFY,0.642998218536377,True
PURIFY,0.6378833651542664,True
PURIFY,0.6303135752677917,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6437751650810242,True
PURIFY,0.6580726504325867,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6531689763069153,True
PURIFY,0.0,False
PURIFY,0.6619386076927185,True
PURIFY,0.6495292782783508,True
PURIFY,0.6509333252906799,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6392613649368286,True
PURIFY,0.6317757368087769,True
PURIFY,0.6430262327194214,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6538761854171753,True
PURIFY,0.0,False
PURIFY,0.6495447754859924,True
PURIFY,0.65782630443573,True
PURIFY,0.6507545709609985,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6621717810630798,True
PURIFY,0.6511390805244446,True
PURIFY,0.6499534249305725,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6573189496994019,True
PURIFY,0.6567893624305725,True
PURIFY,0.6385369300842285,True
PURIFY,0.6399517059326172,True
PURIFY,0.0,False
PURIFY,0.6345885992050171,True
PURIFY,0.0,False
