c_inference_J,c_qpu_J,c_failure_J,c_fidelity_purify_J,benefit_purify_J,c_latency_wait_J,c_energy_memory_wait_J,c_missed_opportunity_halt_J,p_good,c_inference_J_norm,c_qpu_J_norm,c_failure_J_norm,c_fidelity_purify_J_norm,benefit_purify_J_norm,c_latency_wait_J_norm,c_energy_memory_wait_J_norm,c_missed_opportunity_halt_J_norm
5e-05,9.999999999999999e-06,7.053271459865047e-07,1.4854626898977978e-06,2.5242288501703372e-05,1e-09,1e-08,2.5242288501703372e-05,0.5048457700340674,0.0,0.0,0.036929407292582185,0.42621182546704217,0.5737881745329603,0.0,0.0,0.5737881745329603
5e-05,9.999999999999999e-06,7.101800198227516e-07,1.4771166000036127e-06,2.5381389999939793e-05,1e-09,1e-08,2.5381389999939793e-05,0.5076277999987958,0.0,0.0,0.08988501042019773,0.20555024453476353,0.7944497554652419,0.0,0.0,0.7944497554652419
5e-05,9.999999999999999e-06,7.035648027221554e-07,1.488146945943297e-06,2.5197550900945053e-05,1e-09,1e-08,2.5197550900945053e-05,0.5039510180189011,0.0,0.0,0.0176983385216534,0.4971806492080282,0.5028193507919726,0.0,0.0,0.5028193507919726
5e-05,9.999999999999999e-06,7.111302459634317e-07,1.48501894729815e-06,2.52496842116975e-05,1e-09,1e-08,2.52496842116975e-05,0.50499368423395,0.0,0.0,0.10025408245571843,0.4144797515489919,0.5855202484510093,0.0,0.0,0.5855202484510093
5e-05,9.999999999999999e-06,7.109810695471878e-07,1.4886156160326084e-06,2.5189739732789863e-05,1e-09,1e-08,2.5189739732789863e-05,0.5037947946557972,0.0,0.0,0.09862623731463849,0.5095717789651129,0.49042822103488976,0.0,0.0,0.49042822103488976
5e-05,9.999999999999999e-06,7.041341312205418e-07,1.4873303314401555e-06,2.5211161142664076e-05,1e-09,1e-08,2.5211161142664076e-05,0.5042232228532815,0.0,0.0,0.023910973555475556,0.47559024585029,0.5244097541497099,0.0,0.0,0.5244097541497099
5e-05,9.999999999999999e-06,7.041138136588011e-07,1.485953187022667e-06,2.523411354962222e-05,1e-09,1e-08,2.523411354962222e-05,0.5046822709924443,0.0,0.0,0.02368926395156614,0.4391800384132953,0.5608199615867059,0.0,0.0,0.5608199615867059
5e-05,9.999999999999999e-06,7.108171532450393e-07,1.479241692483189e-06,2.534597179194685e-05,1e-09,1e-08,2.534597179194685e-05,0.506919435838937,0.0,0.0,0.09683754736809842,0.2617353889695648,0.7382646110304347,0.0,0.0,0.7382646110304347
5e-05,9.999999999999999e-06,7.038213364242489e-07,1.487494603820863e-06,2.520842326965229e-05,1e-09,1e-08,2.520842326965229e-05,0.5041684653930457,0.0,0.0,0.020497689457886274,0.47993342974717895,0.5200665702528268,0.0,0.0,0.5200665702528268
5e-05,9.999999999999999e-06,7.099617795413197e-07,1.484304650155107e-06,2.526158916408155e-05,1e-09,1e-08,2.526158916408155e-05,0.505231783281631,0.0,0.0,0.08750352552692792,0.3955945084186606,0.6044054915813379,0.0,0.0,0.6044054915813379
5e-05,9.999999999999999e-06,7.034003551219269e-07,1.485910419389867e-06,2.5234826343502217e-05,1e-09,1e-08,2.5234826343502217e-05,0.5046965268700443,0.0,0.0,0.01590385093618486,0.4380493085043189,0.5619506914956809,0.0,0.0,0.5619506914956809
5e-05,9.999999999999999e-06,7.04631909530633e-07,1.4858818069471547e-06,2.5235303217547423e-05,1e-09,1e-08,2.5235303217547423e-05,0.5047060643509484,0.0,0.0,0.02934283754457002,0.4372928264961814,0.5627071735038179,0.0,0.0,0.5627071735038179
5e-05,9.999999999999999e-06,7.045524313963685e-07,1.4863198002993426e-06,2.522800332834429e-05,1e-09,1e-08,2.522800332834429e-05,0.5045600665668858,0.0,0.0,0.028475555048165235,0.4488728965358,0.5511271034641985,0.0,0.0,0.5511271034641985
5e-05,9.999999999999999e-06,7.038658832352098e-07,1.486457227457948e-06,2.522571287570087e-05,1e-09,1e-08,2.522571287570087e-05,0.5045142575140174,0.0,0.0,0.020983793840865846,0.4525063218242119,0.5474936781757905,0.0,0.0,0.5474936781757905
5e-05,9.999999999999999e-06,7.108127940438495e-07,1.4826463981239355e-06,2.528922669793441e-05,1e-09,1e-08,2.528922669793441e-05,0.5057845339586882,0.0,0.0,0.09678997882707464,0.35175212001622896,0.6482478799837708,0.0,0.0,0.6482478799837708
5e-05,9.999999999999999e-06,7.033962866296406e-07,1.4864824414395703e-06,2.522529264267383e-05,1e-09,1e-08,2.522529264267383e-05,0.5045058528534766,0.0,0.0,0.015859454673245586,0.45317295220046244,0.5468270477995384,0.0,0.0,0.5468270477995384
5e-05,9.999999999999999e-06,7.049137115324255e-07,1.485437147625945e-06,2.5242714206234254e-05,1e-09,1e-08,2.5242714206234254e-05,0.504854284124685,0.0,0.0,0.03241792160219155,0.42553651545252064,0.5744634845474841,0.0,0.0,0.5744634845474841
5e-05,9.999999999999999e-06,7.098642723441659e-07,1.477143050546474e-06,2.538094915755877e-05,1e-09,1e-08,2.538094915755877e-05,0.5076189831511754,0.0,0.0,0.08643950601832272,0.2062495682514134,0.7937504317485915,0.0,0.0,0.7937504317485915
5e-05,9.999999999999999e-06,7.040823416754291e-07,1.4872839462380916e-06,2.5211934229365143e-05,1e-09,1e-08,2.5211934229365143e-05,0.5042386845873028,0.0,0.0,0.02334583489955992,0.4743638713265231,0.5256361286734786,0.0,0.0,0.5256361286734786
5e-05,9.999999999999999e-06,7.037017787150843e-07,1.4844162281667225e-06,2.5259729530554625e-05,1e-09,1e-08,2.5259729530554625e-05,0.5051945906110925,0.0,0.0,0.019193050019276243,0.3985445102461628,0.6014554897538353,0.0,0.0,0.6014554897538353
5e-05,9.999999999999999e-06,7.040598606626089e-07,1.4847323041588642e-06,2.5254461597352263e-05,1e-09,1e-08,2.5254461597352263e-05,0.5050892319470452,0.0,0.0,0.023100517252123778,0.4069012172796362,0.5930987827203623,0.0,0.0,0.5930987827203623
5e-05,9.999999999999999e-06,7.107461198141449e-07,1.480308107020876e-06,2.5328198216318734e-05,1e-09,1e-08,2.5328198216318734e-05,0.5065639643263746,0.0,0.0,0.09606241529127806,0.2899302347954079,0.7100697652045938,0.0,0.0,0.7100697652045938
