n_rounds,mean_final_fidelity,useful_pairs,success_probability_pct,purification_count,qpu_operations,total_latency_s,total_energy_J,failure_rate_pct,N_Hops,Controller
200,0.4311921692314262,116,57.99999999999999,125,1250,0.012430001609148865,0.01190060003218297,42.0,1,Blind
200,0.30592915274790905,87,43.5,87,870,0.012430001609148865,0.01152060003218297,56.49999999999999,1,Reactive
200,0.1844651571893184,0,0.0,244,2440,0.024748292079244935,0.0237369658415849,100.0,2,Blind
200,0.12090256521230817,0,0.0,193,1930,0.024748292079244935,0.023226965841584898,100.0,2,Reactive
200,0.09508632673633624,0,0.0,370,3700,0.03708068165177949,0.0356436136330356,100.0,3,Blind
200,0.051757907305751194,0,0.0,299,2990,0.03708068165177949,0.0349336136330356,100.0,3,Reactive
200,0.05761771402763847,0,0.0,509,5090,0.04946312244356821,0.04768126244887138,100.0,4,Blind
200,0.027962624565445474,0,0.0,399,3990,0.04946312244356821,0.04658126244887138,100.0,4,Reactive
