F_before,F_after,delta_F,success_probability,purification_gain,resource_cost_pairs,useful
0.6585397537446491,0.6888607995884429,0.030321045843793804,0.648359760346434,0.030321045843793804,2,True
0.6574720830630201,0.687640184625827,0.030168101562806915,0.6475853319784145,0.030168101562806915,2,True
0.6509836050788923,0.6801976148418738,0.029214009762981497,0.6429225347040576,0.029214009762981497,2,True
0.6547120185153189,0.6844793955103826,0.02976737699506371,0.6455927270495498,0.02976737699506371,2,True
0.6639261280741096,0.6950008709434226,0.031074742869313,0.6522976351132657,0.031074742869313,2,True
0.6641531837638925,0.6952590330489021,0.03110584928500959,0.6524647641082385,0.03110584928500959,2,True
0.6729382576137992,0.7052052820276957,0.032267024413896506,0.6590015731141299,0.032267024413896506,2,True
0.6690210446856445,0.7007806033963376,0.031759558710693137,0.6560698985683987,0.031759558710693137,2,True
0.6605927380757576,0.6912045963679387,0.03061185829218116,0.6498545747204866,0.03061185829218116,2,True
0.6527297560840828,0.6822046351780762,0.029474879093993378,0.6441700057204839,0.029474879093993378,2,True
0.6507143120353366,0.6798878248147563,0.029173512779419708,0.6427306309955135,0.029173512779419708,2,True
0.6688409048146939,0.7005767251274251,0.031735820312731144,0.6559357364853257,0.031735820312731144,2,True
0.6556545970850441,0.6855596855079717,0.029905088422927606,0.6462716907877594,0.029905088422927606,2,True
0.6685900882686037,0.7002927981832368,0.03170270991463309,0.6557490328859706,0.03170270991463309,2,True
0.6754675661306341,0.7080532851551542,0.03258571902452012,0.6609090220703335,0.03258571902452012,2,True
0.6867188895820275,0.7206345856477899,0.03391569606576239,0.6695319009046744,0.03391569606576239,2,True
0.6873618892686039,0.7213491737164415,0.03398728444783761,0.6700314863863129,0.03398728444783761,2,True
0.6887121564237898,0.7228481891636144,0.03413603273982457,0.6710829832835657,0.03413603273982457,2,True
0.6833358774174614,0.7168669696926188,0.03353109227515738,0.6669155401396986,0.03353109227515738,2,True
0.688562071637297,0.7226816769741222,0.03411960533682523,0.6709659472700421,0.03411960533682523,2,True
0.6748502237366308,0.7073588127594328,0.03250858902280196,0.6604424112080577,0.03250858902280196,2,True
0.6755067719694824,0.7080973749689239,0.0325906029994415,0.6609386782150123,0.0325906029994415,2,True
0.6586787388426888,0.6890196088600563,0.030340870017367516,0.648460721406267,0.030340870017367516,2,True
0.6801398738756832,0.7132954635297365,0.0331555896540533,0.6644624987535898,0.0331555896540533,2,True
0.6862885427599188,0.7201560552385212,0.033867512478602424,0.6691979489276206,0.033867512478602424,2,True
0.6891290320571739,0.7233105538180908,0.03418152176091693,0.6714082727070847,0.03418152176091693,2,True
0.6811041724083,0.7143742932893502,0.03327012088105019,0.6652007177491955,0.03327012088105019,2,True
0.6917870082073687,0.7262537126164953,0.03446670440912658,0.6734895649962821,0.03446670440912658,2,True
0.6956329042976758,0.730497262393266,0.03486435809559019,0.6765232759046944,0.03486435809559019,2,True
0.6788666829580967,0.711869430187686,0.03300274722958929,0.6634903393346493,0.03300274722958929,2,True
0.6647804031488989,0.6959718982359379,0.031191495087039,0.6529269180767668,0.031191495087039,2,True
0.6604062598583642,0.6909918819775298,0.0305856221191656,0.649718487227494,0.0305856221191656,2,True
0.6509583238436656,0.6801685347551244,0.02921021091145881,0.6429045132973524,0.02921021091145881,2,True
0.6562686895999735,0.6862630177846112,0.029994328184637653,0.6467148872438039,0.029994328184637653,2,True
0.6620608368624129,0.6928779878640806,0.03081715100166771,0.6509281184673349,0.03081715100166771,2,True
0.6650994184472899,0.696334314981442,0.031234896534152123,0.6531622463958028,0.031234896534152123,2,True
0.6611760574498382,0.6918697524236455,0.03069369497380725,0.6502806668622155,0.03069369497380725,2,True
0.6650999027533924,0.6963348650945623,0.03123496234116996,0.6531626037918893,0.03123496234116996,2,True
0.6615310735972955,0.6922744028311053,0.030743329233809846,0.650540288476571,0.030743329233809846,2,True
0.6683362662928911,0.7000053999400097,0.03166913364711854,0.65556020595189,0.03166913364711854,2,True
0.6599232629107235,0.6904407639108273,0.030517501000103864,0.6493662946447768,0.030517501000103864,2,True
0.6568686662438064,0.6869498158265765,0.030081149582770195,0.6471485436186787,0.030081149582770195,2,True
0.6521893181572639,0.6815837772926049,0.029394459135341,0.6437833312353819,0.029394459135341,2,True
0.6634896905120974,0.6945044894427918,0.031014798930694365,0.651976643697591,0.031014798930694365,2,True
0.6599161713592239,0.6904326703872149,0.03051649902799103,0.6493611267038261,0.03051649902799103,2,True
0.6788031806101464,0.7117982563775195,0.03299507576737304,0.6634419268456689,0.03299507576737304,2,True
0.6796269307916355,0.712721165062804,0.03309423427116853,0.664070488587947,0.03309423427116853,2,True
0.6678295898002998,0.6994314913133637,0.03160190151306386,0.655183614322388,0.03160190151306386,2,True
0.6589982187271337,0.6893845829397223,0.030386364212588557,0.6486929270417494,0.030386364212588557,2,True
0.6585700432400483,0.6888954111155634,0.030325367875515097,0.6483817602072665,0.030325367875515097,2,True
0.6570209932238972,0.6871241278303728,0.030103134606475623,0.6472587457110822,0.030103134606475623,2,True
0.6508968189766208,0.6800977853382526,0.02920096636163183,0.6428606750805096,0.02920096636163183,2,True
0.6658385510164159,0.6971735904682002,0.031335039451784286,0.653708178232384,0.031335039451784286,2,True
0.6701119659976995,0.7020145325987482,0.03190256660104873,0.6568836124217351,0.03190256660104873,2,True
0.6715602517551571,0.7036506717191899,0.032090419964032835,0.657967151875441,0.032090419964032835,2,True
0.6775384615797666,0.7103798013526597,0.03284133977289305,0.6624792321155496,0.03284133977289305,2,True
0.6844463840163862,0.7181051944660153,0.03365881044962904,0.667772142742145,0.03365881044962904,2,True
0.6879133063043736,0.7219615956404647,0.03404828933609105,0.6704605011897137,0.03404828933609105,2,True
0.6846347236560517,0.7183150529365293,0.033680329280477594,0.667917638228953,0.033680329280477594,2,True
0.6887346054719354,0.7228730930643595,0.034138487592424105,0.6711004924787684,0.034138487592424105,2,True
0.6891643592828944,0.7233497264596228,0.034185367176728376,0.6714358528572043,0.034185367176728376,2,True
0.6923843123797472,0.7269139434060347,0.03452963102628748,0.6739590043019569,0.03452963102628748,2,True
0.6926352264571111,0.727191163997865,0.03455593754075392,0.6741563944006558,0.03455593754075392,2,True
0.6892817641055862,0.7234799003356875,0.03419813623010137,0.6715275273561915,0.03419813623010137,2,True
0.6917007010242671,0.7261582775655888,0.034457576541321755,0.6734217860314032,0.034457576541321755,2,True
0.6861206451628772,0.7199693002510205,0.033848655088143276,0.6690677485664747,0.033848655088143276,2,True
0.6947287593488405,0.7295012362986161,0.03477247694977559,0.6758077061261853,0.03477247694977559,2,True
0.7100616842495997,0.7462559437166691,0.036194259467069445,0.688139336279625,0.036194259467069445,2,True
0.6609163189697385,0.6915736174945616,0.03065729852482313,0.650090863285013,0.03065729852482313,2,True
0.6665986020591356,0.6980360124596003,0.03143741040046477,0.6542705735445562,0.03143741040046477,2,True
0.6640272670826566,0.695115872609974,0.031088605527317403,0.6523720692337184,0.031088605527317403,2,True
0.6776428708151555,0.7104969707210056,0.03285409990585009,0.66255859996358,0.03285409990585009,2,True
0.6999620225433032,0.7352525105230168,0.03529048797971357,0.6799696193166754,0.03529048797971357,2,True
