Weight,Multiplier,Value,HALT_pct,WAIT_pct,PURIFY_pct,seed
C_failure (FAILURE_COST_J),1.0,2e-06,0.0,0.3898635477582846,99.61013645224172,123
C_failure (FAILURE_COST_J),2.0,4e-06,0.0,0.3898635477582846,99.61013645224172,123
C_failure (FAILURE_COST_J),5.0,1e-05,0.0,0.3898635477582846,99.61013645224172,123
C_failure (FAILURE_COST_J),10.0,2e-05,0.0,0.5847953216374269,99.41520467836256,123
C_QPU (E_QPU_PER_GATE_J),0.1,1e-07,0.0,0.0,100.0,7
C_QPU (E_QPU_PER_GATE_J),0.5,5e-07,0.0,0.0,100.0,7
C_QPU (E_QPU_PER_GATE_J),1.0,1e-06,0.0,0.0,100.0,7
C_QPU (E_QPU_PER_GATE_J),2.0,2e-06,0.0,0.0,100.0,7
C_QPU (E_QPU_PER_GATE_J),5.0,5e-06,0.0,7.961165048543689,92.03883495145632,7
C_QPU (E_QPU_PER_GATE_J),10.0,1e-05,0.0,100.0,0.0,7
C_latency (WAIT_LATENCY_COST_PER_S),0.1,0.0001,0.0,0.0,100.0,7
C_latency (WAIT_LATENCY_COST_PER_S),0.5,0.0005,0.0,0.0,100.0,7
C_latency (WAIT_LATENCY_COST_PER_S),1.0,0.001,0.0,0.0,100.0,7
C_latency (WAIT_LATENCY_COST_PER_S),2.0,0.002,0.0,0.0,100.0,7
C_latency (WAIT_LATENCY_COST_PER_S),5.0,0.005,0.0,0.0,100.0,7
C_latency (WAIT_LATENCY_COST_PER_S),10.0,0.01,0.0,0.0,100.0,7
C_energy (P_INFERENCE_EDGE_W),0.1,0.01,0.0,0.0,100.0,7
C_energy (P_INFERENCE_EDGE_W),0.5,0.05,0.0,0.0,100.0,7
C_energy (P_INFERENCE_EDGE_W),1.0,0.1,0.0,0.0,100.0,7
C_energy (P_INFERENCE_EDGE_W),2.0,0.2,0.0,0.0,100.0,7
C_energy (P_INFERENCE_EDGE_W),5.0,0.5,0.0,0.0,100.0,7
C_energy (P_INFERENCE_EDGE_W),10.0,1.0,0.0,0.0,100.0,7
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),0.1,5e-06,0.0,100.0,0.0,7
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),0.5,2.5e-05,0.0,0.1941747572815534,99.80582524271846,7
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),1.0,5e-05,0.0,0.0,100.0,7
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),2.0,0.0001,0.0,0.0,100.0,7
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),5.0,0.00025,0.0,0.0,100.0,7
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),10.0,0.0005,0.0,0.0,100.0,7
C_failure (FAILURE_COST_J),0.1,2e-07,0.0,0.0,100.0,7
C_failure (FAILURE_COST_J),0.5,1e-06,0.0,0.0,100.0,7
C_failure (FAILURE_COST_J),1.0,2e-06,0.0,0.0,100.0,7
C_failure (FAILURE_COST_J),2.0,4e-06,0.0,0.0,100.0,7
C_failure (FAILURE_COST_J),5.0,1e-05,0.0,0.0,100.0,7
C_failure (FAILURE_COST_J),10.0,2e-05,0.0,0.0,100.0,7
C_QPU (E_QPU_PER_GATE_J),0.1,1e-07,0.0,0.0,100.0,2024
C_QPU (E_QPU_PER_GATE_J),0.5,5e-07,0.0,0.0,100.0,2024
C_QPU (E_QPU_PER_GATE_J),1.0,1e-06,0.0,0.1968503937007873,99.8031496062992,2024
C_QPU (E_QPU_PER_GATE_J),2.0,2e-06,0.0,0.5905511811023622,99.40944881889764,2024
C_QPU (E_QPU_PER_GATE_J),5.0,5e-06,0.0,5.118110236220472,94.88188976377953,2024
C_QPU (E_QPU_PER_GATE_J),10.0,1e-05,0.0,100.0,0.0,2024
C_latency (WAIT_LATENCY_COST_PER_S),0.1,0.0001,0.0,0.1968503937007873,99.8031496062992,2024
C_latency (WAIT_LATENCY_COST_PER_S),0.5,0.0005,0.0,0.1968503937007873,99.8031496062992,2024
C_latency (WAIT_LATENCY_COST_PER_S),1.0,0.001,0.0,0.1968503937007873,99.8031496062992,2024
C_latency (WAIT_LATENCY_COST_PER_S),2.0,0.002,0.0,0.1968503937007873,99.8031496062992,2024
C_latency (WAIT_LATENCY_COST_PER_S),5.0,0.005,0.0,0.1968503937007873,99.8031496062992,2024
C_latency (WAIT_LATENCY_COST_PER_S),10.0,0.01,0.0,0.1968503937007873,99.8031496062992,2024
C_energy (P_INFERENCE_EDGE_W),0.1,0.01,0.0,0.1968503937007873,99.8031496062992,2024
C_energy (P_INFERENCE_EDGE_W),0.5,0.05,0.0,0.1968503937007873,99.8031496062992,2024
C_energy (P_INFERENCE_EDGE_W),1.0,0.1,0.0,0.1968503937007873,99.8031496062992,2024
C_energy (P_INFERENCE_EDGE_W),2.0,0.2,0.0,0.1968503937007873,99.8031496062992,2024
C_energy (P_INFERENCE_EDGE_W),5.0,0.5,0.0,0.1968503937007873,99.8031496062992,2024
C_energy (P_INFERENCE_EDGE_W),10.0,1.0,0.0,0.1968503937007873,99.8031496062992,2024
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),0.1,5e-06,0.0,100.0,0.0,2024
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),0.5,2.5e-05,0.0,0.5905511811023622,99.40944881889764,2024
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),1.0,5e-05,0.0,0.1968503937007873,99.8031496062992,2024
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),2.0,0.0001,0.0,0.0,100.0,2024
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),5.0,0.00025,0.0,0.0,100.0,2024
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),10.0,0.0005,0.0,0.0,100.0,2024
C_failure (FAILURE_COST_J),0.1,2e-07,0.0,0.1968503937007873,99.8031496062992,2024
C_failure (FAILURE_COST_J),0.5,1e-06,0.0,0.1968503937007873,99.8031496062992,2024
C_failure (FAILURE_COST_J),1.0,2e-06,0.0,0.1968503937007873,99.8031496062992,2024
C_failure (FAILURE_COST_J),2.0,4e-06,0.0,0.1968503937007873,99.8031496062992,2024
C_failure (FAILURE_COST_J),5.0,1e-05,0.0,0.3937007874015747,99.60629921259844,2024
C_failure (FAILURE_COST_J),10.0,2e-05,0.0,0.3937007874015747,99.60629921259844,2024
C_QPU (E_QPU_PER_GATE_J),0.1,1e-07,0.0,0.0,100.0,31415
C_QPU (E_QPU_PER_GATE_J),0.5,5e-07,0.0,0.0,100.0,31415
C_QPU (E_QPU_PER_GATE_J),1.0,1e-06,0.0,0.0,100.0,31415
C_QPU (E_QPU_PER_GATE_J),2.0,2e-06,0.0,0.1901140684410646,99.80988593155894,31415
C_QPU (E_QPU_PER_GATE_J),5.0,5e-06,0.0,7.984790874524715,92.01520912547528,31415
C_QPU (E_QPU_PER_GATE_J),10.0,1e-05,0.0,100.0,0.0,31415
C_latency (WAIT_LATENCY_COST_PER_S),0.1,0.0001,0.0,0.0,100.0,31415
C_latency (WAIT_LATENCY_COST_PER_S),0.5,0.0005,0.0,0.0,100.0,31415
C_latency (WAIT_LATENCY_COST_PER_S),1.0,0.001,0.0,0.0,100.0,31415
C_latency (WAIT_LATENCY_COST_PER_S),2.0,0.002,0.0,0.0,100.0,31415
C_latency (WAIT_LATENCY_COST_PER_S),5.0,0.005,0.0,0.0,100.0,31415
C_latency (WAIT_LATENCY_COST_PER_S),10.0,0.01,0.0,0.0,100.0,31415
C_energy (P_INFERENCE_EDGE_W),0.1,0.01,0.0,0.0,100.0,31415
C_energy (P_INFERENCE_EDGE_W),0.5,0.05,0.0,0.0,100.0,31415
C_energy (P_INFERENCE_EDGE_W),1.0,0.1,0.0,0.0,100.0,31415
C_energy (P_INFERENCE_EDGE_W),2.0,0.2,0.0,0.0,100.0,31415
C_energy (P_INFERENCE_EDGE_W),5.0,0.5,0.0,0.0,100.0,31415
C_energy (P_INFERENCE_EDGE_W),10.0,1.0,0.0,0.0,100.0,31415
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),0.1,5e-06,0.0,100.0,0.0,31415
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),0.5,2.5e-05,0.0,0.1901140684410646,99.80988593155894,31415
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),1.0,5e-05,0.0,0.0,100.0,31415
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),2.0,0.0001,0.0,0.0,100.0,31415
